ID,Airline,PeakTime,Destination,Purpose,Transportation,Problem,Satisfaction,NetPromoter,NPS,Food,Store,Restroom,Safety,Cleanliness,Gender,Age,Income,FreqFlyer,MemberPremiumClear,Language
365,ALASKA,International,North America,Vacation,Uber/Lyft,NA,4,8,Passives,3,4,4,4,4,Male,35-44,"$100,001-$150,000",No,NA,English
366,LUFTHANSA,International,Europe,Business,Rental Car,NA,4,9,Promoters,4,3,4,3,3,Female,25-34,"$100,001-$150,000",No,No,English
367,ALASKA,International,North America,Vacation,Dropped off,NA,4,10,Promoters,4,3,4,5,4,Female,55-64,"$150,000 or higher",No,NA,English
368,LUFTHANSA,International,Europe,Vacation,Dropped off,NA,NA,11,NA,NA,NA,3,4,5,NA,NA,NA,No,NA,English
369,ALASKA,International,North America,Vacation,Uber/Lyft,NA,4,10,Promoters,4,4,4,5,4,Female,35-44,"$100,001-$150,000",No,No,English
370,ALASKA,International,North America,Vacation,Uber/Lyft,NA,4,2,Detractors,5,5,3,4,4,Female,35-44,"$150,000 or higher",No,Yes,English
371,LUFTHANSA,International,Europe,Business,Rental Car,IT TOOK VERY LONG TO CHECK IN THE LUGGAGE.,4,8,Passives,3,2,4,4,4,Male,25-34,"$50,000-$100,000",No,NA,English
372,LUFTHANSA,International,Europe,School event,Taxi,NA,NA,11,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,English
373,ALASKA,International,North America,Vacation,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,25-34,"$100,001-$150,000",No,No,English
374,ALASKA,International,North America,Vacation,Uber/Lyft,NA,4,8,Passives,4,4,4,3,4,Female,less than 18,NA,NA,No,English
375,ALASKA,Domestic Peak,U.S. West,Visit friends,BART,NA,4,10,Promoters,4,5,4,4,4,Female,45-54,"$100,001-$150,000",No,No,English
376,ALASKA,International,North America,Vacation,BART,ALASK MOBILE APP DIDNT HAVE GATE #,4,8,Passives,4,4,3,5,4,Female,25-34,"$150,000 or higher",No,No,English
377,ALASKA,Domestic Peak,U.S. West,Visit friends,Dropped off,NA,NA,10,Promoters,5,5,5,5,5,Male,18-24,"$50,000-$100,000",No,No,English
378,ALASKA,International,North America,Vacation,BART,NA,4,9,Promoters,4,4,5,4,5,Female,35-44,"$50,000-$100,000",No,No,English
379,ALASKA,International,North America,Vacation,Hotel Shuttle,NA,4,10,Promoters,4,4,5,3,5,Female,45-54,"$150,000 or higher",No,No,English
380,ALASKA,Domestic Peak,U.S. West,Visit friends,Uber/Lyft,"SECURITY WAS A LITTLE CRAMPED, A LITTLE DISORGANIZED, EVEN THOUGH THE AIRPORT ISN'T ESPECIALLY BUSY.",4,9,Promoters,4,4,NA,4,5,Female,25-34,"less than $50,000",NA,No,English
381,ALASKA,International,North America,Vacation,Dropped off,IT WAS CONFUSING GETTING TO THE ALASKA BOARDING AREA.,4,7,Passives,3,4,5,3,5,Female,35-44,"$50,000-$100,000",No,No,English
382,ALASKA,Domestic Peak,U.S. West,Business,Uber/Lyft,NA,3,8,Passives,2,3,5,4,5,Female,35-44,"$50,000-$100,000",No,No,English
383,ALASKA,Domestic Peak,U.S. West,Conference,BART,NA,NA,8,Passives,3,3,4,4,4,Female,25-34,"$50,000-$100,000",NA,No,English
384,ALASKA,Domestic Offpeak,U.S. Midwest,Visit friends,Connect from another flight,NA,5,10,Promoters,NA,5,5,5,5,Male,35-44,NA,No,NA,English
385,ALASKA,Domestic Peak,U.S. West,Business,Dropped off,NA,4,9,Promoters,4,4,3,4,4,Male,45-54,"$100,001-$150,000",No,No,English
386,ALASKA,Domestic Peak,U.S. West,Vacation,BART,NA,5,10,Promoters,NA,5,5,5,5,Female,55-64,"$150,000 or higher",No,No,English
387,ALASKA,Domestic Offpeak,U.S. Midwest,Visit friends,Uber/Lyft,NA,5,10,Promoters,5,5,5,5,5,Female,55-64,"$150,000 or higher",Yes,NA,English
388,ALASKA,Domestic Peak,U.S. West,Business,Uber/Lyft,NA,4,8,Passives,4,4,3,5,4,Male,18-24,"$100,001-$150,000",No,NA,English
389,ALASKA,Domestic Offpeak,U.S. Midwest,Business,Connect from another flight,NA,4,10,Promoters,4,4,5,4,5,Male,35-44,"$50,000-$100,000",No,No,English
390,ALASKA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,4,NA,3,3,4,Female,25-34,"less than $50,000",Yes,No,English
391,ALASKA,Domestic Offpeak,U.S. Midwest,Visit friends,Dropped off,NA,5,10,Promoters,4,4,5,5,5,Female,35-44,"less than $50,000",No,No,English
392,ALASKA,Domestic Peak,U.S. West,Visit friends,Uber/Lyft,NA,4,10,Promoters,4,3,5,5,5,Female,35-44,"$150,000 or higher",No,Yes,English
393,ALASKA,Domestic Offpeak,U.S. Midwest,Vacation,Connect from another flight,NA,4,10,Promoters,NA,4,4,5,4,Female,35-44,"$150,000 or higher",No,No,English
394,ALASKA,Domestic Peak,U.S. West,Wedding/funeral/graduation,Airport Bus,NA,5,10,Promoters,5,5,5,5,5,Male,55-64,"$50,000-$100,000",No,No,English
395,ALASKA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,5,5,4,Male,45-54,"$100,001-$150,000",No,No,English
396,ALASKA,Domestic Offpeak,U.S. Midwest,Business,Uber/Lyft,NA,4,10,Promoters,4,4,4,4,4,Female,NA,"$50,000-$100,000",No,No,English
397,ALASKA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,10,Promoters,3,NA,4,5,4,Female,45-54,"$100,001-$150,000",No,No,English
398,ALASKA,Domestic Offpeak,U.S. Midwest,Vacation,Uber/Lyft,NA,4,10,Promoters,4,4,4,5,5,Female,25-34,"$50,000-$100,000",No,No,English
399,ALASKA,Domestic Peak,U.S. West,Business,Limo,NA,5,11,NA,4,4,4,4,5,NA,NA,NA,NA,NA,English
400,UNITED,Domestic Offpeak,U.S. West,Conference,Dropped off,NA,5,10,Promoters,5,NA,5,5,5,Female,65 and over,"$100,001-$150,000",Yes,No,English
401,UNITED,Domestic Offpeak,U.S. Midwest,Wedding/funeral/graduation,Dropped off,NA,4,9,Promoters,NA,NA,5,5,4,Male,45-54,"$100,001-$150,000",Yes,NA,English
402,UNITED,Domestic Offpeak,U.S. Midwest,Vacation,Connect from another flight,NA,4,8,Passives,NA,3,4,4,4,Female,25-34,"$50,000-$100,000",No,No,English
403,UNITED,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Dropped off,NA,5,8,Passives,NA,5,4,4,4,Female,18-24,"less than $50,000",NA,No,English
404,UNITED,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,9,Promoters,3,3,5,4,5,Female,55-64,NA,No,No,English
405,UNITED,Domestic Offpeak,U.S. Midwest,Business,Hotel Shuttle,NA,4,10,Promoters,NA,NA,NA,4,4,Female,25-34,NA,No,No,English
406,UNITED,Domestic Offpeak,U.S. Midwest,Business,Dropped off,NA,3,8,Passives,3,4,4,5,5,Female,45-54,"$50,000-$100,000",No,No,English
407,UNITED,Domestic Offpeak,U.S. West,Business,Connect from another flight,NA,4,9,Promoters,3,3,4,5,5,NA,55-64,"$100,001-$150,000",Yes,No,English
408,UNITED,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Drove,TRAFFIC,5,10,Promoters,5,5,5,5,5,Male,35-44,"less than $50,000",NA,No,English
409,UNITED,Domestic Offpeak,U.S. Midwest,Vacation,Connect from another flight,NA,4,8,Passives,4,4,4,4,4,Female,55-64,"$50,000-$100,000",No,No,English
410,UNITED,Domestic Offpeak,U.S. Midwest,Vacation,Group Rent Car,NA,5,10,Promoters,5,NA,5,5,5,Female,65 and over,"$50,000-$100,000",No,No,English
411,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,10,Promoters,4,4,NA,4,NA,Female,55-64,"less than $50,000",No,No,English
412,UNITED,Domestic Offpeak,U.S. Midwest,Business,Connect from another flight,NA,3,8,Passives,3,1,5,5,5,Male,35-44,"$150,000 or higher",No,No,English
413,UNITED,Domestic Offpeak,U.S. West,School event,Connect from another flight,NA,5,9,Promoters,5,4,4,1,4,Female,18-24,"less than $50,000",No,No,English
414,UNITED,Domestic Offpeak,U.S. Midwest,Visit friends,Uber/Lyft,NA,4,9,Promoters,4,4,4,4,4,Male,35-44,"$50,000-$100,000",No,No,English
415,UNITED,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,NA,5,10,Promoters,5,4,5,5,4,Male,25-34,"$50,000-$100,000",No,No,English
416,UNITED,Domestic Offpeak,U.S. Midwest,Business,Hotel Shuttle,NA,5,9,Promoters,4,3,5,5,5,NA,NA,NA,NA,NA,English
417,UNITED,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,4,9,Promoters,4,3,4,4,3,NA,NA,"$50,000-$100,000",Yes,No,English
418,UNITED,Domestic Offpeak,U.S. West,Vacation,Hotel Shuttle,NA,4,9,Promoters,3,3,NA,5,4,Male,25-34,"$100,001-$150,000",No,No,English
419,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Uber/Lyft,NA,4,8,Passives,5,5,4,5,4,Female,55-64,NA,No,NA,English
420,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Rental Car,NA,4,10,Promoters,4,4,5,4,4,Female,55-64,"$50,000-$100,000",No,No,English
421,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,5,10,Promoters,4,NA,2,5,4,Male,25-34,"less than $50,000",No,No,English
422,UNITED,Domestic Peak,U.S. Midwest,Business,Connect from another flight,NA,4,7,Passives,5,5,3,5,3,Male,25-34,"$50,000-$100,000",No,No,English
423,UNITED,Domestic Offpeak,U.S. West,Business,Uber/Lyft,NA,4,7,Passives,3,4,3,4,4,Male,55-64,"$150,000 or higher",No,NA,English
424,UNITED,Domestic Peak,U.S. Midwest,Vacation,Uber/Lyft,NA,4,9,Promoters,2,3,5,5,4,Male,18-24,"$50,000-$100,000",No,No,English
425,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,3,3,4,4,4,Female,55-64,"$50,000-$100,000",No,No,English
426,UNITED,Domestic Peak,U.S. Midwest,Wedding/funeral/graduation,Connect from another flight,NA,4,10,Promoters,4,4,5,5,5,Male,35-44,NA,NA,No,English
427,UNITED,Domestic Offpeak,U.S. West,Visit friends,Dropped off,"FLIGHT WAS DELAYED, MISSED CONNECTING FLIGHT. HAD TO SWITCH AIRLINES. HAVE BEEN HERE MOST OF THE DAY.",4,7,Passives,3,4,5,5,4,Female,45-54,"$50,000-$100,000",No,No,English
428,UNITED,Domestic Peak,U.S. Midwest,Other,Rental Car,NA,4,7,Passives,2,2,4,4,4,Female,55-64,NA,No,No,English
429,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,3,6,Detractors,2,3,3,4,3,Male,45-54,NA,No,No,English
430,UNITED,Domestic Peak,U.S. Midwest,Business,Rental Car,NA,5,10,Promoters,4,4,5,5,5,Female,35-44,"$50,000-$100,000",No,No,English
431,UNITED,Domestic Peak,U.S. Midwest,Business,Connect from another flight,NA,4,7,Passives,4,4,4,5,4,Male,35-44,"$50,000-$100,000",No,No,English
432,UNITED,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,NA,4,5,Detractors,3,3,4,3,4,Male,18-24,"less than $50,000",No,No,English
433,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,9,Promoters,4,4,2,5,4,Male,18-24,"less than $50,000",No,No,English
434,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Limo,NA,4,9,Promoters,4,4,4,5,4,Male,NA,"$150,000 or higher",NA,No,English
435,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,3,11,NA,3,3,3,4,3,Female,25-34,"less than $50,000",No,No,English
436,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Connect from another flight,NA,4,10,Promoters,4,4,NA,5,NA,NA,55-64,"$50,000-$100,000",No,No,English
437,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NON-PRECHECK SECURITY HAD A SIGNIFICANT BOTTLENECK. I UNDERSTAND PRIORITY BUT IT WAS EXTREMELY SLOW.,4,8,Passives,NA,3,4,5,4,Male,35-44,"$50,000-$100,000",No,No,English
438,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Connect from another flight,NA,4,10,Promoters,4,3,4,4,4,Male,55-64,"less than $50,000",No,No,English
439,UNITED,Domestic Offpeak,U.S. West,Vacation,Van,NA,5,9,Promoters,NA,NA,4,4,4,Female,65 and over,"$100,001-$150,000",No,No,English
440,UNITED,Domestic Peak,U.S. Midwest,Business,Rental Car,NA,5,10,Promoters,5,5,4,5,4,Female,45-54,"$150,000 or higher",No,No,English
441,UNITED,Domestic Offpeak,U.S. West,Vacation,Van,NA,5,8,Passives,4,3,5,5,5,Female,45-54,"$50,000-$100,000",No,No,English
442,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,5,10,Promoters,5,5,5,5,5,Female,18-24,"$50,000-$100,000",No,No,English
443,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Uber/Lyft,NA,4,8,Passives,3,3,4,4,5,Male,18-24,"$50,000-$100,000",NA,No,English
444,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,NA,3,4,5,4,NA,NA,NA,NA,No,English
445,UNITED,Domestic Peak,U.S. Midwest,Business,Rental Car,THE SIGN FOR GATE 61 WAS NOT APPARENT UNTIL WE TURNED AROUND AND SAW WE PASSED IT,4,9,Promoters,3,3,5,5,5,Male,35-44,NA,No,NA,English
446,UNITED,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,7,Passives,4,4,4,1,4,Male,35-44,NA,Yes,No,English
447,UNITED,Domestic Peak,U.S. Midwest,Business,Uber/Lyft,NA,4,10,Promoters,5,5,3,5,3,Male,35-44,"$150,000 or higher",No,No,English
448,UNITED,Domestic Offpeak,U.S. West,Vacation,Van,NA,4,7,Passives,NA,NA,NA,4,4,Male,65 and over,"less than $50,000",No,No,Spanish
449,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Uber/Lyft,NA,5,10,Promoters,5,5,5,5,5,Male,18-24,"$150,000 or higher",NA,Yes,English
450,UNITED,Domestic Peak,U.S. Midwest,Visit friends,Dropped off,NA,5,11,NA,5,5,5,4,5,NA,NA,NA,NA,NA,English
451,ALASKA,Domestic Peak,U.S. West,Visit friends,Drove,NA,4,11,NA,3,3,4,NA,4,NA,35-44,NA,NA,NA,English
452,UNITED,Domestic Peak,U.S. Midwest,Vacation,Dropped off,NA,NA,11,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,English
453,ALASKA,Domestic Peak,U.S. West,Vacation,Connect from another flight,GETTING FROM TERMINAL 3 TO TERMINAL 2.,4,5,Detractors,NA,NA,5,3,5,NA,NA,NA,NA,No,English
454,UNITED,Domestic Peak,U.S. Midwest,Vacation,Van,NA,4,9,Promoters,4,4,4,5,4,Female,45-54,"$150,000 or higher",No,No,English
455,ALASKA,Domestic Peak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,5,NA,5,5,5,Male,25-34,"less than $50,000",No,No,English
456,UNITED,Domestic Peak,U.S. Midwest,Business,Connect from another flight,NA,4,9,Promoters,4,3,5,5,5,Male,55-64,"$150,000 or higher",No,NA,English
457,ALASKA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,5,10,Promoters,5,4,5,5,5,Male,25-34,"$100,001-$150,000",No,No,English
458,UNITED,Domestic Peak,U.S. Midwest,Business,Connect from another flight,NA,5,8,Passives,NA,5,3,4,4,Male,35-44,NA,No,No,English
459,ALASKA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,3,9,Promoters,2,3,5,5,5,NA,NA,NA,NA,NA,English
460,UNITED,Domestic Peak,U.S. Midwest,Business,Dropped off,NA,5,10,Promoters,5,5,4,5,5,Male,35-44,"$150,000 or higher",NA,No,English
461,UNITED,Domestic Peak,U.S. Midwest,Wedding/funeral/graduation,Connect from another flight,NA,4,8,Passives,4,4,4,4,4,Female,55-64,NA,No,No,English
462,ALASKA,Domestic Peak,U.S. West,Vacation,Uber/Lyft,NA,4,8,Passives,4,4,5,5,5,Female,18-24,"less than $50,000",No,No,English
463,ALASKA,Domestic Peak,U.S. West,Vacation,Connect from another flight,NA,5,10,Promoters,5,4,5,5,5,Male,25-34,"less than $50,000",No,No,English
464,ALASKA,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,4,6,Detractors,4,4,4,4,4,Female,45-54,"$50,000-$100,000",No,No,English
465,UNITED,Domestic Offpeak,U.S. West,Business,Connect from another flight,NA,4,8,Passives,3,3,3,4,3,Male,55-64,"$150,000 or higher",No,No,English
467,UNITED,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,4,9,Promoters,3,3,4,4,4,Male,55-64,"$150,000 or higher",Yes,Yes,English
469,ALASKA,Domestic Offpeak,U.S. West,Conference,Rental Car,NA,4,8,Passives,4,NA,5,5,5,Male,45-54,"$150,000 or higher",No,No,English
470,UNITED,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Connect from another flight,NA,4,8,Passives,4,NA,5,3,5,Female,18-24,"less than $50,000",No,No,English
472,UNITED,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,4,9,Promoters,4,4,4,5,4,Male,25-34,"$150,000 or higher",No,No,English
474,UNITED,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Rental Car,NA,4,11,NA,NA,NA,3,4,4,Female,65 and over,NA,No,NA,English
475,ALASKA,Domestic Offpeak,U.S. West,Vacation,Uber/Lyft,NA,3,5,Detractors,3,3,4,5,NA,Female,65 and over,"$150,000 or higher",No,No,English
477,UNITED,Domestic Offpeak,U.S. West,Visit friends,Rental Car,NA,3,7,Passives,3,3,4,3,4,Female,55-64,"$100,001-$150,000",No,No,English
478,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,NA,3,Detractors,3,3,NA,3,NA,Male,55-64,"$150,000 or higher",No,No,English
479,ALASKA,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Connect from another flight,YOUR FOOD IS RIDICULOUSLY EXPENSIVE.,4,5,Detractors,4,3,3,5,4,Male,25-34,NA,No,No,English
481,ALASKA,Domestic Offpeak,U.S. West,Business,Dropped off,NA,4,5,Detractors,4,4,3,5,3,Female,55-64,NA,No,No,English
482,UNITED,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,4,9,Promoters,3,NA,3,5,3,Female,55-64,NA,No,No,English
484,ALASKA,Domestic Offpeak,U.S. West,Vacation,BART,NA,4,9,Promoters,3,3,4,4,4,Female,55-64,"$50,000-$100,000",No,No,English
485,UNITED,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,5,10,Promoters,5,5,5,5,5,Female,18-24,"less than $50,000",No,No,English
487,UNITED,Domestic Offpeak,U.S. West,Business,Airport Bus,NA,4,10,Promoters,3,NA,5,5,5,Female,65 and over,"$150,000 or higher",No,No,English
488,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,7,Passives,4,4,3,3,4,Female,25-34,"$100,001-$150,000",No,No,English
489,ALASKA,Domestic Offpeak,U.S. West,Business,Uber/Lyft,LONG WAIT TO GET THROUGH SECURITY. MY BAG WAS PULLED OUT AND I HAD TO WAIT A LONG TIME FOR SOMEONE TO CHECK IT SO I COULD LEAVE.,5,8,Passives,5,5,3,5,4,Male,35-44,"$100,001-$150,000",NA,No,English
491,UNITED,Domestic Offpeak,U.S. West,Visit friends,Connect from another flight,AT INTERNATIONAL ARRIVAL HAD TO GO THROUGH UNNESSARY BAGGE XRAY. SURLY CUSTOMS,4,6,Detractors,3,3,3,5,3,Male,55-64,"$150,000 or higher",Yes,NA,English
492,ALASKA,Domestic Offpeak,U.S. West,Business,Rental Car,NA,4,8,Passives,5,NA,5,4,5,Male,45-54,NA,NA,No,English
493,UNITED,Domestic Offpeak,U.S. West,Business,Dropped off,NA,5,9,Promoters,5,4,4,3,4,Female,35-44,NA,No,No,English
495,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,5,10,Promoters,5,NA,5,5,5,Male,45-54,"$150,000 or higher",No,No,English
496,ALASKA,Domestic Offpeak,U.S. West,Vacation,Dropped off,NA,5,10,Promoters,4,NA,5,5,5,Male,45-54,"$150,000 or higher",No,No,English
497,UNITED,Domestic Offpeak,U.S. West,Visit friends,Rental Car,NA,4,8,Passives,4,3,3,5,4,Male,45-54,"$150,000 or higher",No,No,English
498,ALASKA,Domestic Offpeak,U.S. West,Visit friends,BART,NA,3,2,Detractors,3,3,3,4,3,Male,25-34,"$150,000 or higher",No,No,English
500,ALASKA,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,4,3,4,4,5,Female,45-54,"$100,001-$150,000",No,No,English
501,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,5,5,4,4,4,Male,18-24,"less than $50,000",No,No,English
502,ALASKA,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,3,5,Detractors,3,3,3,5,3,Male,35-44,"$100,001-$150,000",No,No,English
504,UNITED,Domestic Offpeak,U.S. West,Moving,Connect from another flight,NA,4,9,Promoters,3,3,NA,4,NA,Male,35-44,"$100,001-$150,000",Yes,No,English
505,ALASKA,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,4,8,Passives,4,3,2,4,3,Female,55-64,"$100,001-$150,000",No,No,English
506,ALASKA,Domestic Offpeak,U.S. West,Wedding/funeral/graduation,Connect from another flight,NA,2,2,Detractors,3,3,1,4,3,Female,less than 18,NA,No,No,English
508,UNITED,Domestic Offpeak,U.S. West,NA,Connect from another flight,NA,5,9,Promoters,NA,5,5,5,5,Male,45-54,"$100,001-$150,000",No,No,English
509,ALASKA,Domestic Offpeak,U.S. West,Visit friends,BART,NA,5,9,Promoters,4,4,4,5,4,Female,25-34,"less than $50,000",No,No,English
511,ALASKA,Domestic Offpeak,U.S. West,Vacation,Rental Car,NA,5,8,Passives,4,4,3,5,4,Male,less than 18,"$150,000 or higher",NA,NA,English
512,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,7,Passives,3,3,4,5,4,Male,35-44,"$50,000-$100,000",No,No,English
513,ALASKA,Domestic Offpeak,U.S. West,Visit friends,Dropped off,NA,4,10,Promoters,4,4,4,4,4,Female,45-54,"$150,000 or higher",No,No,English
514,UNITED,Domestic Offpeak,U.S. West,Vacation,Connect from another flight,NA,4,8,Passives,NA,4,4,5,4,Male,45-54,"$150,000 or higher",No,No,English
516,AIR FRANCE/KLM,International,Europe,Vacation,Connect from another flight,NA,5,9,Promoters,NA,NA,2,4,4,Female,25-34,"$50,000-$100,000",Yes,No,English
517,UNITED,Domestic Offpeak,U.S. East,Visit friends,Bus,NA,5,0,Detractors,NA,NA,NA,5,5,Male,35-44,NA,No,NA,English
519,EMIRATES,International,Middle East,Business,Connect from another flight,COMMUNICATION BY TSA WAS RUDE AND NOT NICE.,4,7,Passives,4,5,4,5,4,Female,55-64,NA,No,No,English
520,ALASKA,International,North America,Vacation,Taxi,TROUBLE GETTING DROPPED OFF HANDICAPPED NEED HELP GETTING INSIDE,3,6,Detractors,4,4,3,3,3,Female,55-64,"$150,000 or higher",NA,NA,English
521,EMIRATES,International,Middle East,Visit friends,Dropped off,NA,4,10,Promoters,4,NA,4,5,4,Female,45-54,"$100,001-$150,000",Yes,No,English
522,ALASKA,International,North America,Vacation,Connect from another flight,THE GATE CHANGED A FEW TIMES ON US,4,8,Passives,NA,4,4,4,4,Male,25-34,NA,No,No,English
524,EMIRATES,International,Middle East,Conference,Drove,NA,3,8,Passives,NA,NA,3,4,4,Female,18-24,"$100,001-$150,000",No,No,English
525,ALASKA,International,North America,Vacation,Uber/Lyft,WAS AT THE INTERNATIONAL TERMINAL WITH SIGNAGE FOR ALASKA CHECK IN THAT WAS ACTUALLY TERMINAL 2 BUT THIS WAS CLEARLY MARKED ON BOARD,4,7,Passives,4,3,3,4,3,Female,25-34,"$100,001-$150,000",No,No,English
527,EMIRATES,International,Middle East,Visit friends,Uber/Lyft,NA,3,8,Passives,2,NA,5,5,5,Male,18-24,"$50,000-$100,000",No,No,English
528,ALASKA,International,North America,Vacation,Connect from another flight,NA,4,8,Passives,4,4,5,4,4,Male,45-54,"$150,000 or higher",No,No,English
529,EMIRATES,International,Middle East,Vacation,Dropped off,NA,3,7,Passives,3,1,2,4,2,Male,55-64,"$50,000-$100,000",No,NA,English
530,ALASKA,International,North America,Vacation,Connect from another flight,NA,NA,8,Passives,4,4,4,4,4,Female,25-34,"$100,001-$150,000",NA,No,English
532,EMIRATES,International,Middle East,Visit friends,Uber/Lyft,NA,3,11,NA,2,2,NA,NA,NA,Female,25-34,NA,No,NA,English
533,ALASKA,International,North America,Wedding/funeral/graduation,Dropped off,NA,4,9,Promoters,3,3,4,4,4,NA,25-34,NA,No,No,English
534,EMIRATES,International,Middle East,Vacation,Dropped off,NA,4,10,Promoters,3,3,4,5,5,Female,45-54,"$50,000-$100,000",No,No,English
536,ALASKA,International,North America,Vacation,Dropped off,NA,NA,10,Promoters,NA,NA,NA,NA,NA,Female,35-44,"$50,000-$100,000",Yes,No,Spanish
537,EMIRATES,International,Middle East,Business,Uber/Lyft,NA,4,9,Promoters,3,2,5,5,5,Male,35-44,"$100,001-$150,000",No,No,English
